title,summary,platformList,criticsScore,developers,genres,publishers,releaseDate,themes,gameMins,dlcs,backgroundImage,squareIcon,verticalCover
Cosmic Sugar VR,"Cosmic Sugar is an elegant, GPU driven simulation space. Vive wands become attractors or repulsors which allow you to craft nebulas. The controls are very simple, but it takes some time to explore all of the possibilities. Thanks to East Forest for the trailer music.",['Steam'],,,['Simulator'],,2016-11-27,,2,,https://images.gog.com/6de069f0bbcd727215c84a842e4e451dfdc10dfa895602ff20f3a67c41c4b092_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/d10c65e3ddc4dcd2749fefa6fe3cf5bce0e45edfea687d9e4be0d78e5da423ed_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/f610a24198e524d5159d7a9e54fb17524fde6d4fcf27a1a240d3371e6e5318d3_glx_vertical_cover.webp?namespace=gamesdb
Costume Quest,"Costume Quest is a rollicking Adventure/Role-Playing game that unfolds on Halloween night across seemingly peaceful suburban neighborhoods, a mysterious village carnival, and a monster-infested shopping mall. Created by Double Fine's lead animator, Tasha Harris, the game follows the adventure of a group of young friends who must rid their neighborhood of monsters using only their wits, their bravery, and their home-made costumes. Players go door-to-door collecting candy, points, cards, battle stamps and quest assignments as they prepare themselves for Combat Mode-where they transform into larger-than-life versions of their costumes. Each costume that comes-to-life provides its own unique set of superpowers that players will need to battle Halloweens worst monsters.",['Epic Games Store'],80,['Double Fine Productions'],"['Adventure', 'Role-playing (RPG)']","['Nordic Games Publishing', 'THQ']",2010-10-19,"['Action', 'Comedy', 'Fantasy', 'Kids']",,,https://images.gog.com/950ca129135ae305daf376412cdf2c84772c03d01bb0492505f4d65688e726c4_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/b9ead67ee52125770fe34301e0de791d4aa8a487df33903b8523eac937239df3_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/7056f3a29bbfb466c940ab98a0d09136b3ef2cfbbf254d704a22de52e222314f_glx_vertical_cover.webp?namespace=gamesdb
Counter-Strike,Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.,['Steam'],70,['Valve Corporation'],['Shooter'],"['Microsoft Game Studios', 'Vivendi Universal']",1999-06-12,"['Action', 'Warfare']",1,,https://images.gog.com/39ac2730e26c40dd53abd78b6efa274a5b48680c43b6617516639f32523ddc27_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/34000309ec1a4fba94904c91aace4334e29d1aa3498c6fcdb3bc87294338ece9_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/286ef23933d0dbbb0c8eceff7245b1ae2bd24d21e2c3cafa8b8efef5f1d0c9d1_glx_vertical_cover.webp?namespace=gamesdb
Counter-Strike: Condition Zero - Deleted Scenes,"Being a standalone game, Deleted Scenes is a collection of 12 single player missions that came as a bonus with Counter-Strike: Condition Zero. The missions are not connected with each other, but every of them share the same theme: terrorism and warfare.",['Steam'],,['Valve Corporation'],['Shooter'],['Valve Corporation'],2004-03-23,"['Action', 'Warfare']",,,https://images.gog.com/adcfc9faa499c4f17231a5e3163b81ad81ab0c73d36ee9c3949358e39378dcaf_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/8e03c77e1f07b5ef55a1bd92b5e4a27c1fc53f7e6c29dd6d8f6309d589e82905_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/b2811287d7d4c4fa367011caaf2f6a5a1dad07bc15182ff8794272952516e2ef_glx_vertical_cover.webp?namespace=gamesdb
Counter-Strike: Condition Zero,"With its extensive Tour of Duty campaign, a near-limitless number of skirmish modes, updates and new content for Counter-Strike's award-winning multiplayer game play, plus over 12 bonus single player missions, Counter-Strike: Condition Zero is a tremendous offering of single and multiplayer content.",['Steam'],66,"['Gearbox Software', 'Ritual Entertainment', 'Turtle Rock Studios', 'Valve Corporation']",['Shooter'],['Sierra Entertainment'],2004-03-23,['Action'],20,,https://images.gog.com/f459866f7e54508b662473393d49ece1290c6f6af4dc717298a85f70fb3e7b14_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/b57687a02eb48e5b861daeb081792d034e89d886fd9dc889bf20072ab08866bf_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/113e587478616d7826c5667ec33ac052057f1dcb519ba6a5baf6fbbc22dabdeb_glx_vertical_cover.webp?namespace=gamesdb
Counter-Strike: Global Offensive,"Counter-Strike: Global Offensive (CS:GO) expands upon the team-based action gameplay that the franchise pioneered when it was launched 12 years ago. CS:GO features new maps, characters, and weapons and delivers updated versions of the classic CS content (de_dust, etc.). In addition, CS:GO introduces new gameplay modes, matchmaking, leader boards, and more.",['Steam'],81,"['Hidden Path Entertainment', 'Valve Corporation']","['Shooter', 'Strategy', 'Tactical']",['Valve Corporation'],2012-08-21,"['Action', 'Warfare']",1872,,https://images.gog.com/50eb88e5d1dc8119f403ff11f23f915095316b2b617426f75f33cda6480615e5_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/4d398f81de9a11ba0acf1b4ce639ef00f8133c31d48798e174bc1c36552ecb01_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/7248f7af27cb827b0e372ed5c0602fd48192cda9442872fa1227b3a30515660b_glx_vertical_cover.webp?namespace=gamesdb
Counter-Strike: Source,"Counter-Strike: Source blends Counter-Strike's award-winning teamplay action with the advanced technology of Source™ technology. Featuring state of the art graphics, all new sounds, and introducing physics, Counter-Strike: Source is a must-have for every action gamer.",['Steam'],90,"['Hidden Path Entertainment', 'Valve Corporation']",['Shooter'],['Valve Corporation'],2004-11-01,['Action'],241,,https://images.gog.com/760f2ea3559601c1014f5ba7c9fffbe3227426e6e8ed97ebd9072d9609edc402_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/d0a3352d719ecd16e0de92c64420aa2869e2b9e99118c7663c7e330141015260_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/2e572a7ff18556982c082260386620c08b44be27d0631132574e7b0525ce7547_glx_vertical_cover.webp?namespace=gamesdb
Crash Bandicoot N. Sane Trilogy,"Crash Bandicoot N. Sane Trilogy is a remastered version, of the original 3 games (Crash Bandicoot, Crash Bandicoot 2: Cortex Strikes Back, and Crash Bandicoot 3: Warped) with enhanced features applied to each game. They include a unified checkpoint and saving system with manual and auto saves, a new pause menu with some extra features, time trials, and more to be reveled later","['Humble Bundle', 'Steam']",78,['Vicarious Visions'],['Platform'],['Activision'],2018-06-29,"['Action', 'Fantasy', 'Historical', 'Science fiction']",,,https://images.gog.com/21e211de08c697277c186e57c6eb0b1a7ac85c1c31834edd05b835b96ac1c3b7_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/5a9e1d732fe04ebbfeeed885a6faded52fa86c2a1c48cb29e1c82936898b40bd_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/5a9e1d732fe04ebbfeeed885a6faded52fa86c2a1c48cb29e1c82936898b40bd_glx_vertical_cover.webp?namespace=gamesdb
Crashlands,"Crashlands is an outlandish story-driven-action-adventure set in a world of hidden magic and high technology. Tame and milk alien beasts, craft resources into menacing weaponry, befriend the locals, and go toe-to-chin with a maniac. All in the name of ON-TIME DELIVERY !\n\nPlay as Flux Dabes, a galactic delivery truck driver whose latest shipment gets interrupted by a megalomaniacal alien named ""Q"" who tears her ship to pieces looking for useful tech. Crashlanded on Woanope, you must fight, tame, craft, quest, bossfight, and adventure your way to domination of all the things so that you and JuiceBox, your trusty sidekick/supervisor/robotic cargo palette, can send a message to the Bureau of Shipping and get those damn packages delivered!",['Epic Games Store'],80,['Butterscotch Shenanigans'],"['Adventure', 'Indie', 'Role-playing (RPG)', 'Simulator']",['Butterscotch Shenanigans'],2016-01-21,"['4X (explore, expand, exploit, and exterminate)', 'Action', 'Comedy', 'Science fiction']",,,https://images.gog.com/f5b7c02b595bcfb42e9194757ba3a5939a200b053005f02da312f9e105f004ef_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/fb4159b1fbac72941001ca8a45c50533b21dda5e3945991ee83cf9c1a1407069_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/fb4159b1fbac72941001ca8a45c50533b21dda5e3945991ee83cf9c1a1407069_glx_vertical_cover.webp?namespace=gamesdb
Crescent Bay,Crescent Bay is a short experimental detective thriller that was developed as part of Humble Bundle's Humble Original program.,['Humble Bundle'],,,,,2018-01-13,,,,,https://images.gog.com/2720b33036e032ef1907d573e39c994d1d65b943d9814d3bf77c49f8fc8717a3_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/2720b33036e032ef1907d573e39c994d1d65b943d9814d3bf77c49f8fc8717a3_glx_vertical_cover.webp?namespace=gamesdb
Crusader Kings II,"The Dark Ages might be drawing to a close, but Europe is still in turmoil. Petty lords vie against beleaguered kings who struggle to assert control over their fragmented realms. The Pope calls for a Crusade to protect the Christians in the Holy Land even as he refuses to relinquish control over the investiture of bishops - and their riches. Now is the time for greatness. Expand your demesne and secure the future of your dynasty. Fill your coffers, appoint vassals, root out traitors and heretics, introduce laws and interact with hundreds of nobles, each with their own agenda.\nA good lord will always need friends to support him. But beware, as loyal vassals can quickly turn to bitter rivals, and some might not be as reliable as they seem... Stand ready, and increase your prestige until the world whispers your name in awe. Do you have what it takes to become a Crusader King?\nCrusader Kings II explores one of the defining periods in world history in an experience crafted by the masters of Grand Strategy. Medieval Europe is brought to life in this epic game of knights, schemes, and thrones...",['Steam'],84,['Paradox Development Studio'],"['Role-playing (RPG)', 'Simulator', 'Strategy']",['Paradox Interactive'],2012-02-03,"['Fantasy', 'Historical']",,,https://images.gog.com/d4ff1f39b3a36585cbd23b0c01a7083403f783cc7b3fd46224eb771113b40433_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/a7aae0c67e0791a201cd1a839661020a8c717e9de6348b3206095e7e6d4279f8_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/a7aae0c67e0791a201cd1a839661020a8c717e9de6348b3206095e7e6d4279f8_glx_vertical_cover.webp?namespace=gamesdb
CryoFall,"CryoFall is Sci-Fi multiplayer survival game set on a forgotten planet in a distant future. This unique multiplayer sci-fi experience challenges players to survive on a harsh, alien planet with a variety of official and community servers hosting persistent worlds for up to 300 players each. CryoFall features top down perspective with hand-drawn 2D graphics.\n\nCryoFall delivers a complex survival experience with unlimited opportunities for players to make their own mark on their world. Discover new ways of farming, hunting, cooking, crafting, mining, building, and trading, with multiple specializations available per character. The challenges of staying alive push players to choose between working collaboratively with each other to build a functional new society in an effort to learn the secrets of this hostile alien world, or succumb to the most basic of urges and try to take what others have worked so hard to build.\n\nBut exploration is also critical. Ensuring the survival of your newfound society rests not only on you and your fellow players but on the strange new world around you: a dangerous landscape full of hidden labs to unearth and exotic alien lifeforms to harvest and fight.\n\n\nFeatures:\n\n- Complex crafting and industrial system, including oil refining and lithium extraction.\n- Various stages of technological progress (primitive, industrial, modern, post-modern, sci-fi).\n- Farming with complex crop growth simulation, fertilizers, etc., and diverse cooking options.\n- Wide range of player interactions and roles with specialization options emphasizing meaningful interactions, rather than just combat.\n- Fully functional economy simulation with coin minting, trading, and automated vending machines managed by players.\n- Carefully handcrafted maps and locations (plus map editor).\n- Storyline elements discovered through exploration.\n- Diverse environments with several biomes (temperate, desert, tropical, boreal, wasteland, etc.).\n- In-house developed Renkei Engine™, allowing hundreds of players on the same server.\n- Complex character simulation with several dozens of status effects (e.g., bleeding, poisoning, radiation, etc.).\n- Extensive modding capabilities, including real-time code editing.",['Humble Bundle'],,['AtomicTorch Studio'],"['Adventure', 'Role-playing (RPG)', 'Simulator']",['Daedalic Entertainment'],2019-04-03,"['Action', 'Open world', 'Sandbox', 'Science fiction', 'Survival']",,,https://images.gog.com/7e7454c4c9c0638420d3d0e9a09b8d15758ef084a45013a38acbe0f00467a6fa_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/b439dfa4026aae13e159a72c56cc0fec5fabd8fb32050d7c6830db442ef94fc4_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/a7def437f09e428d97a5dd03b5c6e9945c8d631f6e653d1e5c5eb63c60edc09a_glx_vertical_cover.webp?namespace=gamesdb
Crysis 2: Maximum Edition,"Aliens are decimating New York City, only you have the technology to survive. Be The Weapon.",['Steam'],,,['Shooter'],['Electronic Arts'],2011-03-22,"['Action', 'Science fiction', 'Stealth']",,,https://images.gog.com/6e4fbe891beb9610fa617000b30bc73c61e698afca19c79f295c08621eb95736_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/79d415694e03f08a8f107222d2eb2398e07d0f20ca6ec9f77bf3735ada5c5d8e_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/4a141fc74a351c0004b3e5b8015df3e74e711caa633f94decd7c1784b0c0de14_glx_vertical_cover.webp?namespace=gamesdb
Crysis Warhead,"Adapt to Survive. Action on the other side of the island is more intense, the battles are fierce, and the mission protocol is no longer ""Adapt to Survive"". Includes Crysis Wars, an expanded new multiplayer experience with new online modes and 21 maps, including seven all-new maps to battle it out against other players.",['Steam'],77,['Crytek Budapest'],"['Adventure', 'Shooter']",['Electronic Arts'],2008-09-18,"['Action', 'Science fiction', 'Stealth']",,,https://images.gog.com/f35d5074cc64992f4f24ea612bcaa700a5d5bb6b80cba23ac4c6ce6dca837d5b_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/1fafd1b69825a667c915bf129b8016c8ece42de127ee1e69f110999fd9fea88e_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/1fafd1b69825a667c915bf129b8016c8ece42de127ee1e69f110999fd9fea88e_glx_vertical_cover.webp?namespace=gamesdb
Crysis Wars,"Crysis Wars is an independent multiplayer game developed by Crytek, and comes with Crysis Warhead. It serves to enhance the multiplayer experience of the original Crysis, with the participation of players. Crysis Wars has all the multiplayer maps and game modes that Crysis has and includes many more.",['Steam'],,,['Shooter'],['Electronic Arts'],2008-09-12,"['Action', 'Science fiction']",,,https://images.gog.com/f35d5074cc64992f4f24ea612bcaa700a5d5bb6b80cba23ac4c6ce6dca837d5b_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/0eb9c2385ce32c92dad83216cf20bb5cec41d7d48cc1780d36904d4c4b93bd54_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/403acc075fed11bf5acf3566afb81885d3e42740f5c612966b908cce73d2412d_glx_vertical_cover.webp?namespace=gamesdb
Crysis,"From the makers of Far Cry, Crysis offers FPS fans the best-looking, most highly-evolving gameplay, requiring the player to use adaptive tactics and total customization of weapons and armor to survive in dynamic, hostile environments including Zero-G.",['Steam'],85,['Crytek Frankfurt'],"['Adventure', 'Shooter']",['Electronic Arts'],2007-11-13,"['Action', 'Science fiction', 'Stealth']",,,https://images.gog.com/6712546d22ef34f38f929e1c4c734bcece4e139b36f56c6ba100db43fd41804b_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/955fabaef5dd1bb38887772098e532c36b0dc2d385c104129cd1f0e85a4a823b_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/955fabaef5dd1bb38887772098e532c36b0dc2d385c104129cd1f0e85a4a823b_glx_vertical_cover.webp?namespace=gamesdb
Cultist Simulator,"Seize forbidden treasures. Summon alien gods. Feed on your disciples.\n\nCultist Simulator is a game of apocalypse and yearning from Alexis Kennedy, creator of Fallen London and Sunless Sea. Play as a seeker after unholy mysteries, in a 1920s-themed setting of hidden gods and secret histories. Perhaps you're looking for knowledge, or power, or beauty, or revenge. Perhaps you just want the colours beneath the skin of the world.\n\nIn this roguelike narrative card game, what you find may transform you forever. Every choice you make, from moment to moment, doesn't just advance the narrative - it also shapes it.\n\nBecome a scholar of the unseen arts. Search your dreams for sanity-twisting rituals. Craft tools and summon spirits. Indoctrinate innocents. Seize your place as the herald of a new age.","['Humble Bundle', 'Steam']",85,['Weather Factory'],"['Role-playing (RPG)', 'Simulator', 'Strategy']",['Weather Factory'],2018-05-31,,,,https://images.gog.com/33056988056f50d009e7f465937e85c84b32e9788dbad521f5e694295a0caca7_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/616288706442fe529c69cccc34aeb230d4fcd102e5abd75e02724c778247063c_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/6b82fb53f0c58c995b0007968edd35fc3ae3ca4ef6908bf21759ec457a89d5e3_glx_vertical_cover.webp?namespace=gamesdb
Cut & Run,Cut & Run is an arcade adventure game where you run around the city cutting everything and anything ranging from an alarm clock to an entire building.,['Humble Bundle'],,['Simple Machine'],"['Arcade', 'Indie']",['Humble Bundle'],2018-12-07,"['Action', 'Comedy']",,,https://images.gog.com/f8e7c896142b4919b597ed8d9e13110af5823c40e056db1e2620ffd8793d2da3_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/2854b92096d2d227fc1cace9247b039bc6ce6a50912dafd1d8f1bd1e355530f7_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/cb395cbd581a084afc237f5e88dbcd266286874d21bf76af4f3506c5b4847d82_glx_vertical_cover.webp?namespace=gamesdb
Cyberpunk 2077 Goodies Collection,"The upcoming RPG from CD Projekt RED based on the Cyberpunk 2020 tabletop RPG created by Mike Pondsmith.\n\nIn Cyberpunk 2077 you play as V — a hired gun on the rise — and you just got your first serious contract. In a world of cyberenhanced street warriors, tech-savvy netrunners and corporate lifehackers, today you take your first step towards becoming an urban legend.",['GOG'],,,['Role-playing (RPG)'],,2020-11-19,"['Open world', 'Sandbox', 'Science fiction']",,,https://images.gog.com/066b628ee36ee7fb7968e3ddfae45b05d8d366b3c1b4dde1ce12f6b9762bbf62_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/cf7b600ce3c03b17a20dd4b4eebc60bcf14eff154a7cad590d39f7493453ac06_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/cf7b600ce3c03b17a20dd4b4eebc60bcf14eff154a7cad590d39f7493453ac06_glx_vertical_cover.webp?namespace=gamesdb
Dandara,"""As a metroidvania carefully designed with both touch and gamepad in mind, we considered how you could achieve exploration and fast action using either input. The result was a gravity bending world where movement is comprised of jumping from surface to surface in lovingly crafted environments. It's up to Dandara to restore balance and give direction to a directionless world!""","['Humble Bundle', 'Steam']",69,['Long Hat House'],"['Adventure', 'Indie', 'Platform']",['Raw Fury Games'],2018-02-06,"['Action', 'Fantasy']",,,https://images.gog.com/1539f619365e6b748e023c0270b088495e3cd6799e4ef503130d6c1c17446bfd_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/8acbdb79e9a23d88a921adfbdde4c0bfdd5598a24d29e7ea2eccc3fd7cc7067d_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/4637aabaf12a62eea1df89a6be303a0c9d27892367c1bf9bb6795562e1c88007_glx_vertical_cover.webp?namespace=gamesdb
Dark Future: Blood Red States,"Command a team of ruthless highway warriors on the gang-infested highways of North America’s wastelands in this RealTimeShift Vehicular Action Strategy reboot of the cult-classic Games Workshop car combat game. An alternative America 2023: too wild to be true, too close for comfort.","['Humble Bundle', 'Steam']",80,,"['Indie', 'Role-playing (RPG)', 'Strategy']",['Auroch Digital'],2018-05-16,['Action'],,,https://images.gog.com/1c33e2fbb0447de310010f09b1eb10e1e42117ee7926d34883fe344aaf5d89b9_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/817b1b7f6cfa707772a188ca8f348fe22824f59ab8c8beab0ab0f33e6e246ef9_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/4b1c02d9c78a0b4e6246ae5e2797f82770b017b1a825e9b28527d476ab14c1d2_glx_vertical_cover.webp?namespace=gamesdb
Dark Souls II: Scholar of the First Sin,"'Dark Souls II: Scholar of the First Sin' is an upgrade and bundle of Dark Souls II that brings the game to Playstation 4 and Xbox One, as well as DX11 features on PC. It also bundles all previous DLCs and provides additional features and content.",['Steam'],87,['FromSoftware'],"['Adventure', 'Role-playing (RPG)']",['Bandai Namco Games'],2015-04-02,"['Action', 'Fantasy', 'Historical', 'Open world', 'Survival']",,,https://images.gog.com/988eef43431928aa26d29067013ebaf176340970ad360d7fc689107cc23627e8_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/6cdf769e9064ccaa17d7076307967e1379e3792b58f0bd6a62af34487a5f7fb2_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/d50abb1136445eb71c6e5250e57c2bd3492d5a0abf3a04ae55de9c5e7898030a_glx_vertical_cover.webp?namespace=gamesdb
Darkside Detective,"Join The Darkside Detective, Francis McQueen, as he investigates the bizarre, the supernatural and those missing cat cases that keep getting dropped on his desk.","['Humble Bundle', 'Steam']",55,['Spooky Doorway'],"['Adventure', 'Indie']",['Spooky Doorway'],2017-07-27,['Comedy'],,,https://images.gog.com/3860ccc8f91a637c7c62c552d3ba6a6bbef4bfbdcaa3d264f7c138e507902031_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/f5e005aa7a4a5051b2e7add64c7aac5689a4647052732016052c728453ba49ae_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/f5e005aa7a4a5051b2e7add64c7aac5689a4647052732016052c728453ba49ae_glx_vertical_cover.webp?namespace=gamesdb
Darksiders II: Deathinitive Edition,"A remastered version of the 2012 release, Darksiders II.\n\nAwakened by the End of Days, Death, the most feared of the legendary Four Horsemen, embarks upon a quest to restore mankind, and redeem his brother's name. Along the way, the Horseman discovers that there are far worse things than an earthly Apocalypse, and that an ancient grudge may threaten all of Creation.\n\nDarksiders II follows the exploits of Death, one of the four horsemen of the Apocalypse, in an action-packed tale that runs parallel to the events in the original Darksiders game. This epic journey propels Death across an expansive gameworld as he tries to redeem his brother, War, the horseman blamed for prematurely starting the Apocalypse in Darksiders.\n\nLike the original Darksiders game before it, the second iteration of the series is primarily a hack 'n slash adventure. The game takes place across netherworld environments, including 'The White city', an outpost where angels live, and 'The Eternal Throne', a floating fortress where the Lords of the Dead stand guard over souls that need to be cleansed. Although Death is the most feared of the Four Horsemen, his physical abilities are very different than his brother, War. Death is far more nimble, and relies on a combination of melee and ranged attacks. In combat Death's primary weapon is his huge iconic scythe, with a wide range of other weapons and usable items that must be gathered as the game progresses. Weapons can be dual-wielded, upgradable armor can be acquired for protection and Death has access to his terrifying and powerful mount, Despair.","['Epic Games Store', 'Humble Bundle', 'Steam']",75,"['THQ Nordic', 'Vigil Games']","['Adventure', ""Hack and slash/Beat 'em up"", 'Puzzle', 'Role-playing (RPG)']",['THQ Nordic'],2015-10-27,"['Action', 'Fantasy', 'Open world']",,,https://images.gog.com/ecc0fcc83a826df4c65dbd2b801181f23ce9ff7e42e683f04f71384afd14aeb5_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/c9e2568e308fce6dd0a6a7360811b230a69a7d869be476eb63133abddad0d5e2_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/a2208e1ee0230ed493013cd695837bee743d4ab038f9bf6f260d9452021326ec_glx_vertical_cover.webp?namespace=gamesdb
Darksiders Warmastered Edition,"Deceived by the forces of evil into prematurely bringing about the end of the world, War – the first Horseman of the Apocalypse – stands accused of breaking the sacred law by inciting a war between Heaven and Hell. In the slaughter that ensued, the demonic forces defeated the heavenly hosts and laid claim to the Earth.\n\nBrought before the sacred Charred Council, War is indicted for his crimes and stripped of his powers. Dishonored and facing his own death, War is given the opportunity to return to Earth to search for the truth and punish those responsible.\n\nHunted by a vengeful group of Angels, War must take on the forces of Hell, forge uneasy alliances with the very demons he hunts, and journey across the ravaged remains of the Earth on his quest for vengeance and vindication.",['Epic Games Store'],81,['THQ Nordic'],"['Adventure', ""Hack and slash/Beat 'em up"", 'Role-playing (RPG)']",['THQ Nordic'],2016-11-22,"['Action', 'Fantasy', 'Open world']",,,https://images.gog.com/29ad6e971af34025dea5376fe5a7fa38813bc035a5d587dac1521cab9d096952_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/7f5152a5baadc6ee0325f65c2ca1de95d6996c1fbfd3f844dc7d5293aaf8b0a1_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/35572bb280366b708cb622b4154694401ad63ff95cabe7b1358ee929675452f5_glx_vertical_cover.webp?namespace=gamesdb
Darwinia,"The world of Darwinia is a virtual themepark, running entirely inside a computer network and populated by a sentient evolving life form called the Darwinians. Unfortunately Darwinia has been overrun by a computer virus which has multiplied out of control. Your task is to destroy the Viral Infection and save the Darwinians from extinction.",['Steam'],82,['Introversion Software'],"['Strategy', 'Tactical']","['Ambrosia Software', 'Introversion Software']",2005-03-04,"['Action', 'Science fiction']",,,https://images.gog.com/9215780fd4548b87a8a361ebfe6286c9d2404c0282b2f7230b8422ef44d08f2f_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/c4c18526c7162c3eea4404cb9f94633457892ef9690b89bd491088246be7b824_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/c4c18526c7162c3eea4404cb9f94633457892ef9690b89bd491088246be7b824_glx_vertical_cover.webp?namespace=gamesdb
Day of Defeat,"Enlist in an intense brand of Axis vs. Allied teamplay set in the WWII European Theatre of Operations. Players assume the role of light/assault/heavy infantry, sniper or machine-gunner class, each with a unique arsenal of historical weaponry at their disposal. Missions are based on key historical operations. And, as war rages, players must work together with their squad to accomplish a variety of mission-specific objectives.",['Steam'],70,['Valve Corporation'],['Shooter'],['Activision'],2003-05-01,"['Action', 'Warfare']",,,https://images.gog.com/b083aa40f24ddc1be67f319a7555f9b2db8b28d0a6f4fac708602b8ca03f6338_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/508a446493c341c486e760acb961763509b7e62762c2106fd7311addde68b862_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/e1a259daf45728d59ff572e9e770a914b466e1d7950af8e15b33954a84d8ccf9_glx_vertical_cover.webp?namespace=gamesdb
Day of Defeat: Source,"Set in the European theater of operations during World War II, DoD players choose a specific role on their team, and tackle goal-oriented missions based on historical operations. DoD:Source takes the classic gameplay of the original Day of Defeat and improves the experience with updated or redesigned maps, weapons, and characters, along with Source engine gameplay and technical innovations, including state of the art graphics and HDR lighting. Try DoD:Source and we think you'll agree it's the most fun WWII action available online.",['Steam'],85,['Valve Corporation'],['Shooter'],['Valve Corporation'],2005-09-26,"['Action', 'Warfare']",205,,https://images.gog.com/1e52557f196001f84e698f202f4c6598301542ef5fe79d4b9e7e994d7be084c9_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/1e790a8e361b3c9aacdb170333c1a5dc598d5e7d89b8b2fc296f6566e3cdc46a_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/b25d3ba5b0a38106c3d291b447c765fed43afb798b61bdedb8dd7effa4950232_glx_vertical_cover.webp?namespace=gamesdb
